 EQUATION NUMBER
 ---------------------
     node   dof    eqn
    1         -2.748E-02  5.700E-02  8.038E-02
    2         -2.748E-02  5.700E-02  8.038E-02
    3         -2.748E-02  5.700E-02  8.038E-02
 
 STRESS of ELEMENT :   66
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.899E-02  1.966E-02  3.029E-02
    2          5.899E-02  1.966E-02  3.029E-02
    3          5.899E-02  1.966E-02  3.029E-02
 
 STRESS of ELEMENT :   67
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          4.469E-02  4.602E-03  3.861E-02
    2          4.469E-02  4.602E-03  3.861E-02
    3          4.469E-02  4.602E-03  3.861E-02
 
 STRESS of ELEMENT :   68
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.832E-02 -2.625E-03  4.711E-02
    2          2.832E-02 -2.625E-03  4.711E-02
    3          2.832E-02 -2.625E-03  4.711E-02
 
 STRESS of ELEMENT :   69
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.270E-02 -2.841E-03  5.366E-02
    2          1.270E-02 -2.841E-03  5.366E-02
    3          1.270E-02 -2.841E-03  5.366E-02
 
 STRESS of ELEMENT :   70
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.102E-04  1.723E-03  5.785E-02
    2         -4.102E-04  1.723E-03  5.785E-02
    3         -4.102E-04  1.723E-03  5.785E-02
 
 STRESS of ELEMENT :   71
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.044E-02  8.678E-03  6.025E-02
    2         -1.044E-02  8.678E-03  6.025E-02
    3         -1.044E-02  8.678E-03  6.025E-02
 
 STRESS of ELEMENT :   72
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.772E-02  1.620E-02  6.171E-02
    2         -1.772E-02  1.620E-02  6.171E-02
    3         -1.772E-02  1.620E-02  6.171E-02
 
 STRESS of ELEMENT :   73
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.299E-02  2.324E-02  6.301E-02
    2         -2.299E-02  2.324E-02  6.301E-02
    3         -2.299E-02  2.324E-02  6.301E-02
 
 STRESS of ELEMENT :   74
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.697E-02  2.944E-02  6.468E-02
    2         -2.697E-02  2.944E-02  6.468E-02
    3         -2.697E-02  2.944E-02  6.468E-02
 
 STRESS of ELEMENT :   75
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.997E-02  3.500E-02  6.706E-02
    2         -2.997E-02  3.500E-02  6.706E-02
    3         -2.997E-02  3.500E-02  6.706E-02
 
 STRESS of ELEMENT :   76
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.160E-02  4.043E-02  7.034E-02
    2         -3.160E-02  4.043E-02  7.034E-02
    3         -3.160E-02  4.043E-02  7.034E-02
 
 STRESS of ELEMENT :   77
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.112E-02  4.664E-02  7.441E-02
    2         -3.112E-02  4.664E-02  7.441E-02
    3         -3.112E-02  4.664E-02  7.441E-02
 
 STRESS of ELEMENT :   78
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.957E-02  5.596E-02  7.774E-02
    2         -2.957E-02  5.596E-02  7.774E-02
    3         -2.957E-02  5.596E-02  7.774E-02
 
 STRESS of ELEMENT :   79
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.939E-02  1.313E-02  2.656E-02
    2          3.939E-02  1.313E-02  2.656E-02
    3          3.939E-02  1.313E-02  2.656E-02
 
 STRESS of ELEMENT :   80
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          2.150E-02 -4.235E-03  3.610E-02
    2          2.150E-02 -4.235E-03  3.610E-02
    3          2.150E-02 -4.235E-03  3.610E-02
 
 STRESS of ELEMENT :   81
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.061E-03 -1.145E-02  4.387E-02
    2          3.061E-03 -1.145E-02  4.387E-02
    3          3.061E-03 -1.145E-02  4.387E-02
 
 STRESS of ELEMENT :   82
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.279E-02 -1.076E-02  4.844E-02
    2         -1.279E-02 -1.076E-02  4.844E-02
    3         -1.279E-02 -1.076E-02  4.844E-02
 
 STRESS of ELEMENT :   83
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.470E-02 -5.391E-03  5.037E-02
    2         -2.470E-02 -5.391E-03  5.037E-02
    3         -2.470E-02 -5.391E-03  5.037E-02
 
 STRESS of ELEMENT :   84
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.278E-02  1.969E-03  5.090E-02
    2         -3.278E-02  1.969E-03  5.090E-02
    3         -3.278E-02  1.969E-03  5.090E-02
 
 STRESS of ELEMENT :   85
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.786E-02  9.589E-03  5.123E-02
    2         -3.786E-02  9.589E-03  5.123E-02
    3         -3.786E-02  9.589E-03  5.123E-02
 
 STRESS of ELEMENT :   86
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.092E-02  1.665E-02  5.220E-02
    2         -4.092E-02  1.665E-02  5.220E-02
    3         -4.092E-02  1.665E-02  5.220E-02
 
 STRESS of ELEMENT :   87
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.260E-02  2.301E-02  5.426E-02
    2         -4.260E-02  2.301E-02  5.426E-02
    3         -4.260E-02  2.301E-02  5.426E-02
 
 STRESS of ELEMENT :   88
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.289E-02  2.892E-02  5.763E-02
    2         -4.289E-02  2.892E-02  5.763E-02
    3         -4.289E-02  2.892E-02  5.763E-02
 
 STRESS of ELEMENT :   89
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.112E-02  3.494E-02  6.239E-02
    2         -4.112E-02  3.494E-02  6.239E-02
    3         -4.112E-02  3.494E-02  6.239E-02
 
 STRESS of ELEMENT :   90
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.650E-02  4.208E-02  6.839E-02
    2         -3.650E-02  4.208E-02  6.839E-02
    3         -3.650E-02  4.208E-02  6.839E-02
 
 STRESS of ELEMENT :   91
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.065E-02  5.348E-02  7.452E-02
    2         -3.065E-02  5.348E-02  7.452E-02
    3         -3.065E-02  5.348E-02  7.452E-02
 
 STRESS of ELEMENT :   92
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.290E-02  4.301E-03  2.292E-02
    2          1.290E-02  4.301E-03  2.292E-02
    3          1.290E-02  4.301E-03  2.292E-02
 
 STRESS of ELEMENT :   93
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.385E-03 -1.394E-02  3.360E-02
    2         -8.385E-03 -1.394E-02  3.360E-02
    3         -8.385E-03 -1.394E-02  3.360E-02
 
 STRESS of ELEMENT :   94
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.770E-02 -1.978E-02  3.998E-02
    2         -2.770E-02 -1.978E-02  3.998E-02
    3         -2.770E-02 -1.978E-02  3.998E-02
 
 STRESS of ELEMENT :   95
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.213E-02 -1.749E-02  4.203E-02
    2         -4.213E-02 -1.749E-02  4.203E-02
    3         -4.213E-02 -1.749E-02  4.203E-02
 
 STRESS of ELEMENT :   96
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.135E-02 -1.120E-02  4.154E-02
    2         -5.135E-02 -1.120E-02  4.154E-02
    3         -5.135E-02 -1.120E-02  4.154E-02
 
 STRESS of ELEMENT :   97
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.637E-02 -3.668E-03  4.038E-02
    2         -5.637E-02 -3.668E-03  4.038E-02
    3         -5.637E-02 -3.668E-03  4.038E-02
 
 STRESS of ELEMENT :   98
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.858E-02  3.705E-03  3.991E-02
    2         -5.858E-02  3.705E-03  3.991E-02
    3         -5.858E-02  3.705E-03  3.991E-02
 
 STRESS of ELEMENT :   99
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.904E-02  1.043E-02  4.087E-02
    2         -5.904E-02  1.043E-02  4.087E-02
    3         -5.904E-02  1.043E-02  4.087E-02
 
 STRESS of ELEMENT :  100
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.813E-02  1.658E-02  4.350E-02
    2         -5.813E-02  1.658E-02  4.350E-02
    3         -5.813E-02  1.658E-02  4.350E-02
 
 STRESS of ELEMENT :  101
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.549E-02  2.249E-02  4.785E-02
    2         -5.549E-02  2.249E-02  4.785E-02
    3         -5.549E-02  2.249E-02  4.785E-02
 
 STRESS of ELEMENT :  102
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.013E-02  2.872E-02  5.388E-02
    2         -5.013E-02  2.872E-02  5.388E-02
    3         -5.013E-02  2.872E-02  5.388E-02
 
 STRESS of ELEMENT :  103
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.125E-02  3.642E-02  6.153E-02
    2         -4.125E-02  3.642E-02  6.153E-02
    3         -4.125E-02  3.642E-02  6.153E-02
 
 STRESS of ELEMENT :  104
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.084E-02  4.953E-02  7.044E-02
    2         -3.084E-02  4.953E-02  7.044E-02
    3         -3.084E-02  4.953E-02  7.044E-02
 
 STRESS of ELEMENT :  105
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.150E-02 -7.168E-03  1.992E-02
    2         -2.150E-02 -7.168E-03  1.992E-02
    3         -2.150E-02 -7.168E-03  1.992E-02
 
 STRESS of ELEMENT :  106
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.564E-02 -2.437E-02  3.114E-02
    2         -4.564E-02 -2.437E-02  3.114E-02
    3         -4.564E-02 -2.437E-02  3.114E-02
 
 STRESS of ELEMENT :  107
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -6.384E-02 -2.725E-02  3.500E-02
    2         -6.384E-02 -2.725E-02  3.500E-02
    3         -6.384E-02 -2.725E-02  3.500E-02
 
 STRESS of ELEMENT :  108
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.465E-02 -2.279E-02  3.388E-02
    2         -7.465E-02 -2.279E-02  3.388E-02
    3         -7.465E-02 -2.279E-02  3.388E-02
 
 STRESS of ELEMENT :  109
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.951E-02 -1.572E-02  3.094E-02
    2         -7.951E-02 -1.572E-02  3.094E-02
    3         -7.951E-02 -1.572E-02  3.094E-02
 
 STRESS of ELEMENT :  110
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.056E-02 -8.399E-03  2.845E-02
    2         -8.056E-02 -8.399E-03  2.845E-02
    3         -8.056E-02 -8.399E-03  2.845E-02
 
 STRESS of ELEMENT :  111
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.952E-02 -1.686E-03  2.762E-02
    2         -7.952E-02 -1.686E-03  2.762E-02
    3         -7.952E-02 -1.686E-03  2.762E-02
 
 STRESS of ELEMENT :  112
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.723E-02  4.347E-03  2.889E-02
    2         -7.723E-02  4.347E-03  2.889E-02
    3         -7.723E-02  4.347E-03  2.889E-02
 
 STRESS of ELEMENT :  113
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.366E-02  9.976E-03  3.222E-02
    2         -7.366E-02  9.976E-03  3.222E-02
    3         -7.366E-02  9.976E-03  3.222E-02
 
 STRESS of ELEMENT :  114
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -6.799E-02  1.559E-02  3.744E-02
    2         -6.799E-02  1.559E-02  3.744E-02
    3         -6.799E-02  1.559E-02  3.744E-02
 
 STRESS of ELEMENT :  115
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.895E-02  2.171E-02  4.447E-02
    2         -5.895E-02  2.171E-02  4.447E-02
    3         -5.895E-02  2.171E-02  4.447E-02
 
 STRESS of ELEMENT :  116
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -4.568E-02  2.965E-02  5.350E-02
    2         -4.568E-02  2.965E-02  5.350E-02
    3         -4.568E-02  2.965E-02  5.350E-02
 
 STRESS of ELEMENT :  117
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.024E-02  4.406E-02  6.521E-02
    2         -3.024E-02  4.406E-02  6.521E-02
    3         -3.024E-02  4.406E-02  6.521E-02
 
 STRESS of ELEMENT :  118
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -6.599E-02 -2.200E-02  1.838E-02
    2         -6.599E-02 -2.200E-02  1.838E-02
    3         -6.599E-02 -2.200E-02  1.838E-02
 
 STRESS of ELEMENT :  119
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -9.124E-02 -3.515E-02  2.843E-02
    2         -9.124E-02 -3.515E-02  2.843E-02
    3         -9.124E-02 -3.515E-02  2.843E-02
 
 STRESS of ELEMENT :  120
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.048E-01 -3.324E-02  2.802E-02
    2         -1.048E-01 -3.324E-02  2.802E-02
    3         -1.048E-01 -3.324E-02  2.802E-02
 
 STRESS of ELEMENT :  121
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.091E-01 -2.639E-02  2.319E-02
    2         -1.091E-01 -2.639E-02  2.319E-02
    3         -1.091E-01 -2.639E-02  2.319E-02
 
 STRESS of ELEMENT :  122
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.080E-01 -1.900E-02  1.812E-02
    2         -1.080E-01 -1.900E-02  1.812E-02
    3         -1.080E-01 -1.900E-02  1.812E-02
 
 STRESS of ELEMENT :  123
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.046E-01 -1.245E-02  1.493E-02
    2         -1.046E-01 -1.245E-02  1.493E-02
    3         -1.046E-01 -1.245E-02  1.493E-02
 
 STRESS of ELEMENT :  124
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.004E-01 -6.829E-03  1.430E-02
    2         -1.004E-01 -6.829E-03  1.430E-02
    3         -1.004E-01 -6.829E-03  1.430E-02
 
 STRESS of ELEMENT :  125
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -9.557E-02 -1.790E-03  1.618E-02
    2         -9.557E-02 -1.790E-03  1.618E-02
    3         -9.557E-02 -1.790E-03  1.618E-02
 
 STRESS of ELEMENT :  126
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.943E-02  3.093E-03  2.023E-02
    2         -8.943E-02  3.093E-03  2.023E-02
    3         -8.943E-02  3.093E-03  2.023E-02
 
 STRESS of ELEMENT :  127
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.073E-02  8.198E-03  2.615E-02
    2         -8.073E-02  8.198E-03  2.615E-02
    3         -8.073E-02  8.198E-03  2.615E-02
 
 STRESS of ELEMENT :  128
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -6.799E-02  1.399E-02  3.386E-02
    2         -6.799E-02  1.399E-02  3.386E-02
    3         -6.799E-02  1.399E-02  3.386E-02
 
 STRESS of ELEMENT :  129
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.021E-02  2.185E-02  4.395E-02
    2         -5.021E-02  2.185E-02  4.395E-02
    3         -5.021E-02  2.185E-02  4.395E-02
 
 STRESS of ELEMENT :  130
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.889E-02  3.701E-02  5.853E-02
    2         -2.889E-02  3.701E-02  5.853E-02
    3         -2.889E-02  3.701E-02  5.853E-02
 
 STRESS of ELEMENT :  131
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.253E-01 -4.175E-02  1.950E-02
    2         -1.253E-01 -4.175E-02  1.950E-02
    3         -1.253E-01 -4.175E-02  1.950E-02
 
 STRESS of ELEMENT :  132
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.460E-01 -4.525E-02  2.423E-02
    2         -1.460E-01 -4.525E-02  2.423E-02
    3         -1.460E-01 -4.525E-02  2.423E-02
 
 STRESS of ELEMENT :  133
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.488E-01 -3.687E-02  1.737E-02
    2         -1.488E-01 -3.687E-02  1.737E-02
    3         -1.488E-01 -3.687E-02  1.737E-02
 
 STRESS of ELEMENT :  134
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.432E-01 -2.812E-02  8.902E-03
    2         -1.432E-01 -2.812E-02  8.902E-03
    3         -1.432E-01 -2.812E-02  8.902E-03
 
 STRESS of ELEMENT :  135
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.354E-01 -2.128E-02  2.726E-03
    2         -1.354E-01 -2.128E-02  2.726E-03
    3         -1.354E-01 -2.128E-02  2.726E-03
 
 STRESS of ELEMENT :  136
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.280E-01 -1.614E-02 -1.642E-04
    2         -1.280E-01 -1.614E-02 -1.642E-04
    3         -1.280E-01 -1.614E-02 -1.642E-04
 
 STRESS of ELEMENT :  137
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.213E-01 -1.197E-02  2.891E-05
    2         -1.213E-01 -1.197E-02  2.891E-05
    3         -1.213E-01 -1.197E-02  2.891E-05
 
 STRESS of ELEMENT :  138
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.144E-01 -8.105E-03  2.746E-03
    2         -1.144E-01 -8.105E-03  2.746E-03
    3         -1.144E-01 -8.105E-03  2.746E-03
 
 STRESS of ELEMENT :  139
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.058E-01 -4.077E-03  7.448E-03
    2         -1.058E-01 -4.077E-03  7.448E-03
    3         -1.058E-01 -4.077E-03  7.448E-03
 
 STRESS of ELEMENT :  140
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -9.415E-02  4.172E-04  1.378E-02
    2         -9.415E-02  4.172E-04  1.378E-02
    3         -9.415E-02  4.172E-04  1.378E-02
 
 STRESS of ELEMENT :  141
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.774E-02  5.725E-03  2.179E-02
    2         -7.774E-02  5.725E-03  2.179E-02
    3         -7.774E-02  5.725E-03  2.179E-02
 
 STRESS of ELEMENT :  142
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -5.533E-02  1.316E-02  3.259E-02
    2         -5.533E-02  1.316E-02  3.259E-02
    3         -5.533E-02  1.316E-02  3.259E-02
 
 STRESS of ELEMENT :  143
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.672E-02  2.832E-02  5.001E-02
    2         -2.672E-02  2.832E-02  5.001E-02
    3         -2.672E-02  2.832E-02  5.001E-02
 
 STRESS of ELEMENT :  144
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.106E-01 -7.019E-02  2.513E-02
    2         -2.106E-01 -7.019E-02  2.513E-02
    3         -2.106E-01 -7.019E-02  2.513E-02
 
 STRESS of ELEMENT :  145
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.087E-01 -5.232E-02  1.491E-02
    2         -2.087E-01 -5.232E-02  1.491E-02
    3         -2.087E-01 -5.232E-02  1.491E-02
 
 STRESS of ELEMENT :  146
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.905E-01 -3.713E-02  2.406E-04
    2         -1.905E-01 -3.713E-02  2.406E-04
    3         -1.905E-01 -3.713E-02  2.406E-04
 
 STRESS of ELEMENT :  147
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.729E-01 -2.818E-02 -9.965E-03
    2         -1.729E-01 -2.818E-02 -9.965E-03
    3         -1.729E-01 -2.818E-02 -9.965E-03
 
 STRESS of ELEMENT :  148
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.598E-01 -2.309E-02 -1.516E-02
    2         -1.598E-01 -2.309E-02 -1.516E-02
    3         -1.598E-01 -2.309E-02 -1.516E-02
 
 STRESS of ELEMENT :  149
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.503E-01 -1.988E-02 -1.643E-02
    2         -1.503E-01 -1.988E-02 -1.643E-02
    3         -1.503E-01 -1.988E-02 -1.643E-02
 
 STRESS of ELEMENT :  150
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.425E-01 -1.731E-02 -1.487E-02
    2         -1.425E-01 -1.731E-02 -1.487E-02
    3         -1.425E-01 -1.731E-02 -1.487E-02
 
 STRESS of ELEMENT :  151
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.342E-01 -1.463E-02 -1.129E-02
    2         -1.342E-01 -1.463E-02 -1.129E-02
    3         -1.342E-01 -1.463E-02 -1.129E-02
 
 STRESS of ELEMENT :  152
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.234E-01 -1.143E-02 -6.198E-03
    2         -1.234E-01 -1.143E-02 -6.198E-03
    3         -1.234E-01 -1.143E-02 -6.198E-03
 
 STRESS of ELEMENT :  153
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.087E-01 -7.561E-03  2.013E-04
    2         -1.087E-01 -7.561E-03  2.013E-04
    3         -1.087E-01 -7.561E-03  2.013E-04
 
 STRESS of ELEMENT :  154
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -8.871E-02 -2.835E-03  8.100E-03
    2         -8.871E-02 -2.835E-03  8.100E-03
    3         -8.871E-02 -2.835E-03  8.100E-03
 
 STRESS of ELEMENT :  155
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -6.176E-02  3.793E-03  1.908E-02
    2         -6.176E-02  3.793E-03  1.908E-02
    3         -6.176E-02  3.793E-03  1.908E-02
 
 STRESS of ELEMENT :  156
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.344E-02  1.797E-02  3.917E-02
    2         -2.344E-02  1.797E-02  3.917E-02
    3         -2.344E-02  1.797E-02  3.917E-02
 
 STRESS of ELEMENT :  157
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -3.539E-01 -1.180E-01  3.722E-02
    2         -3.539E-01 -1.180E-01  3.722E-02
    3         -3.539E-01 -1.180E-01  3.722E-02
 
 STRESS of ELEMENT :  158
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.638E-01 -5.098E-02 -9.576E-03
    2         -2.638E-01 -5.098E-02 -9.576E-03
    3         -2.638E-01 -5.098E-02 -9.576E-03
 
 STRESS of ELEMENT :  159
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -2.168E-01 -3.376E-02 -2.713E-02
    2         -2.168E-01 -3.376E-02 -2.713E-02
    3         -2.168E-01 -3.376E-02 -2.713E-02
 
 STRESS of ELEMENT :  160
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.930E-01 -2.770E-02 -3.332E-02
    2         -1.930E-01 -2.770E-02 -3.332E-02
    3         -1.930E-01 -2.770E-02 -3.332E-02
 
 STRESS of ELEMENT :  161
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.805E-01 -2.536E-02 -3.433E-02
    2         -1.805E-01 -2.536E-02 -3.433E-02
    3         -1.805E-01 -2.536E-02 -3.433E-02
 
 STRESS of ELEMENT :  162
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.726E-01 -2.416E-02 -3.281E-02
    2         -1.726E-01 -2.416E-02 -3.281E-02
    3         -1.726E-01 -2.416E-02 -3.281E-02
 
 STRESS of ELEMENT :  163
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.653E-01 -2.297E-02 -2.983E-02
    2         -1.653E-01 -2.297E-02 -2.983E-02
    3         -1.653E-01 -2.297E-02 -2.983E-02
 
 STRESS of ELEMENT :  164
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.559E-01 -2.125E-02 -2.578E-02
    2         -1.559E-01 -2.125E-02 -2.578E-02
    3         -1.559E-01 -2.125E-02 -2.578E-02
 
 STRESS of ELEMENT :  165
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.427E-01 -1.877E-02 -2.075E-02
    2         -1.427E-01 -1.877E-02 -2.075E-02
    3         -1.427E-01 -1.877E-02 -2.075E-02
 
 STRESS of ELEMENT :  166
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.247E-01 -1.546E-02 -1.467E-02
    2         -1.247E-01 -1.546E-02 -1.467E-02
    3         -1.247E-01 -1.546E-02 -1.467E-02
 
 STRESS of ELEMENT :  167
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.013E-01 -1.135E-02 -7.226E-03
    2         -1.013E-01 -1.135E-02 -7.226E-03
    3         -1.013E-01 -1.135E-02 -7.226E-03
 
 STRESS of ELEMENT :  168
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -7.075E-02 -5.939E-03  3.116E-03
    2         -7.075E-02 -5.939E-03  3.116E-03
    3         -7.075E-02 -5.939E-03  3.116E-03
 
 STRESS of ELEMENT :  169
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1         -1.811E-02  5.985E-03  2.531E-02
    2         -1.811E-02  5.985E-03  2.531E-02
    3         -1.811E-02  5.985E-03  2.531E-02
 
 STRESS of ELEMENT :  170
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          3.311E-02  2.468E-02  3.318E-02
    2          3.311E-02  2.468E-02  3.318E-02
    3          3.311E-02  2.468E-02  3.318E-02
 
 STRESS of ELEMENT :  171
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          5.354E-02  3.779E-02  4.235E-02
    2          5.354E-02  3.779E-02  4.235E-02
    3          5.354E-02  3.779E-02  4.235E-02
 
 STRESS of ELEMENT :  172
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          7.672E-02  5.160E-02  5.031E-02
    2          7.672E-02  5.160E-02  5.031E-02
    3          7.672E-02  5.160E-02  5.031E-02
 
 STRESS of ELEMENT :  173
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.012E-01  6.670E-02  5.893E-02
    2          1.012E-01  6.670E-02  5.893E-02
    3          1.012E-01  6.670E-02  5.893E-02
 
 STRESS of ELEMENT :  174
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.245E-01  8.164E-02  6.766E-02
    2          1.245E-01  8.164E-02  6.766E-02
    3          1.245E-01  8.164E-02  6.766E-02
 
 STRESS of ELEMENT :  175
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.446E-01  9.487E-02  7.547E-02
    2          1.446E-01  9.487E-02  7.547E-02
    3          1.446E-01  9.487E-02  7.547E-02
 
 STRESS of ELEMENT :  176
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
    1          1.603E-01  1.053E-01  8.142E-02
    2          1.603E-01  1.053E-01  8.142E-02
    3          1.603E-01  1.053E-01  8.142E-02
 
 STRESS of ELEMENT :  177
 ----------------------------------------------
  Position       Sxx        Syy        Sxy     
